PERSONID	SERIAL	MOTIVE	MEANS1	CHARACTER1	OCCASION1	LOCATION1	OBJECT1	SPECIALTY1	INVADEMODE1	FLEEMODE1	TOOL1	FASHION1	TOOLSSOURCE1	COMMRULE1	ZONE1
R3624012189992007110024	1	110	5605	403	60	1703	512	32	2213	4	I0100	205	11	16	230624
R3624012189992007110025	1	125	3510	559	68	1299	528	28	2211	5	U0299	203	11	11	140100
R3624012189992007110026	1	115	4207	121	45	2305	514	34	2402	2	H0900	301	11	12	230204
R3624012189992007110027	1	107	6430	504	11	1602	506	25	2117	2	C0612	120	11	18	500228
R3624012189992007110028	1	117	3517	560	70	2105	547	14	2121	4	A1796	200	11	16	450481
R3624012189992007110029	1	112	7114	200	32	1303	562	39	2100	6	V0134	201	11	13	450322
R3624012189992007110030	1	118	6516	490	31	1804	530	46	2302	1	A0103	207	11	13	370882
R3624012189992007110031	1	119	7207	552	62	382	541	40	2123	1	W0004	202	11	15	612525
R3624012189992007110034	1	114	2106	539	15	2106	538	42	2103	3	A0921	208	11	17	632225
R3624012189992007110035	1	120	4500	572	68	2299	530	42	2308	3	Y0044	209	11	15	632726
R3624012189992007110036	1	116	6403	504	71	1880	532	48	2203	3	E0203	311	11	15	320502
R3624012189992007110037	1	117	4405	551	61	2381	545	16	2305	2	A1300	208	11	19	210281
R3624012189992007110041	1	112	2111	200	13	1407	505	1	2403	3	I0999	200	11	13	430000
R3624012189992007110042	1	105	4290	300	30	2304	534	31	2115	4	X0017	190	11	11	210901
R3624012189992007110044	1	119	3280	202	68	2106	574	34	2303	3	W0446	300	11	17	540127
R3624012189992007110046	1	115	7108	503	13	2399	531	9	2406	4	B0904	190	11	11	421087
R3624012189992007110063	1	122	2117	406	71	1402	508	45	2404	3	W0156	312	11	14	620000
R3624012189992007110064	1	109	6506	404	26	1681	566	19	2202	2	E0501	299	11	13	530401
R3624012189992007110065	1	118	2306	521	25	340	566	39	2207	6	L0105	312	11	17	372328
R3624012189992007110066	1	114	6101	812	23	1408	530	17	2309	6	J0106	313	11	18	373000
R3624012189992007110067	1	117	5309	559	69	1402	520	14	2200	5	N0201	190	11	15	230811
R3624012189992007110068	1	101	7109	561	67	2207	526	41	2207	5	Y0023	203	11	13	431228
R3624012189992007120019	1	114	4111	558	51	1782	536	27	2112	5	B1300	209	11	11	441881
R3624012189992007120020	1	104	4903	525	26	1502	505	39	2206	5	Q0301	313	11	15	653227
R3624012189992007120031	1	123	2105	530	63	2204	601	7	2106	1	O0399	209	11	14	452100
R3624012189992008010005	1	109	6512	528	62	2305	517	49	2101	1	A1705	311	11	13	372324
R3624012189992008050002	1	125	3302	544	24	2113	501	82	2121	1	S0299	206	11	13	520120
R3624242139992007120010	1	125	2105	203	25	2322	517	40	2110	5	P0102	202	11	19	431202
R3624242139992007120011	1	118	7000	556	73	2219	510	29	2111	1	F9900	311	11	17	510503
R3624242139992007120012	1	106	5685	508	73	199	543	82	2200	1	H0100	312	11	11	152122
R3624242139992007120013	1	124	5403	560	72	1504	515	40	2210	4	H0600	301	11	13	520326
R3624242139992007120014	1	115	6435	110	12	2333	505	10	2303	2	E0203	207	11	11	430104
R3624242139992007120015	1	116	6204	203	44	2281	523	9	2119	4	M0104	120	11	12	653227
R3624242139992007120016	1	110	5510	563	46	1782	501	29	2403	3	B0208	205	11	14	370703
R3624242139992007120017	1	117	6390	535	69	2405	562	9	2112	5	X0065	100	11	14	441284
R3624242139992007120018	1	103	2402	121	23	2231	574	18	2210	2	A1701	313	11	17	130828
R3624242139992007120019	1	101	5201	809	27	703	555	14	2203	3	E0132	205	11	19	341302
R3624242139992007120020	1	114	2406	400	44	1210	543	10	2108	1	U0200	312	11	15	430800
R3624242139992007120021	1	107	3503	809	73	1600	510	30	2305	5	D0109	204	11	19	420512
R3624242139992007120022	1	101	7305	538	21	1108	540	8	2200	4	C0105	209	11	18	632323
R3624242139992007120023	1	106	5111	805	27	2406	516	28	2301	3	A0199	299	11	16	610301
R3624242139992007120024	1	127	2203	123	21	2112	559	19	2112	2	A1100	190	11	17	610331
R3624242139992007120025	1	101	6409	805	45	2214	537	8	2209	3	W0776	207	11	16	460201
R3624242139992007120026	1	115	3220	130	14	2217	515	36	2109	6	X0082	313	11	19	360300
R3624242139992007120027	1	118	5702	402	72	110	534	16	2101	3	U0450	200	11	17	410603
R3624242139992007120028	1	112	5490	802	13	2403	530	17	2403	2	W0218	203	11	18	654121
R3624242139992007120029	1	126	7113	806	25	1220	527	33	2200	2	V0111	203	11	15	520302
R3624242139992007120030	1	107	6426	539	12	2312	545	14	2309	3	E0132	110	11	13	663121
R3624242139992007120031	1	111	2000	808	71	1681	517	17	2211	1	W0104	207	11	13	513826
R3624242139992007120032	1	118	4603	572	21	1308	568	82	2102	3	L0599	207	11	13	130227
R3624242139992007120033	1	105	2900	501	46	1708	543	23	2213	1	N0207	300	11	16	513436
R3624242139992007120034	1	126	7104	569	42	383	508	4	2206	2	A1600	201	11	16	632126
R3624242139992008050015	1	107	3390	810	44	1706	544	12	2205	3	X0056	301	11	14	352229
R3624242139992008110001	1	103	5105	810	16	2311	564	28	2124	5	N0200	300	11	11	370782
R3624271049992007090174	1	106	7404	567	31	1708	514	15	2115	5	E0112	300	11	13	220205
R3624271049992007090175	1	109	6431	805	68	2102	569	22	2306	5	Q0703	300	11	17	620523
R3624271049992007090181	1	115	3290	512	48	2311	567	20	2305	1	X0049	200	11	17	430608
R3624271049992007090182	1	115	5710	405	24	1183	527	18	2205	1	U0240	190	11	18	620500
R3624271049992007090183	1	107	5209	506	70	1700	548	48	2203	1	B0208	207	11	12	421081
R3624271049992007090185	1	109	5480	525	10	2212	549	5	2309	1	A0801	302	11	17	500108
R3624271049992007090186	1	127	2308	531	11	1781	551	41	2201	4	B0301	100	11	17	140321
R3624271049992007090187	1	104	4281	569	43	2403	560	31	2210	3	E0133	209	11	19	140417
R3624271049992007090188	1	108	1108	545	28	2305	531	30	2204	5	E0115	311	11	17	340827
R3624271049992007090189	1	112	2490	201	61	380	571	19	2101	5	H0102	204	11	19	441700
R3624271049992007090190	1	101	5102	204	52	2231	529	46	2119	4	L0399	203	11	14	120111
R3624271049992007090191	1	101	5203	566	30	2405	551	20	2123	2	A0104	311	11	15	441624
R3624271049992007090192	1	104	5505	100	64	2329	551	12	2200	4	Q0705	100	11	19	530126
R3624271049992007090194	1	118	4607	556	10	1805	513	23	2304	1	R0207	207	11	16	620101
R3624271049992007090195	1	107	5405	507	66	383	565	6	2122	2	M0105	313	11	17	130435
R3624271049992007090196	1	120	5718	400	50	705	508	24	2211	1	E0404	207	11	14	452428
R3624271049992007090197	1	123	5612	551	15	1405	542	17	2210	4	B0299	208	11	14	440184
R3624271049992007090205	1	112	5103	123	20	2330	547	22	2109	6	Y0004	302	11	12	522624
R3624271049992007090207	1	104	5716	531	65	2109	562	28	2201	1	D0299	209	11	12	340103
R3624271049992007090208	1	124	5412	405	44	2204	536	45	2102	6	X0080	299	11	16	450305
R3624271049992007090209	1	113	7101	804	31	1404	564	25	2105	6	B0210	209	11	18	130683
R3624271049992007090210	1	122	3280	527	62	1306	549	36	2123	3	P0200	311	11	17	533522
R3624271049992007090213	1	126	3200	526	73	2234	534	49	2123	1	A1602	204	11	14	410422
R3624271049992007090216	1	105	2209	534	30	2224	524	43	2107	4	F0699	209	11	14	340814
R3624271049992007090217	1	101	5683	406	22	120	571	4	2209	4	K0706	312	11	12	230306
R3624271049992007090228	1	107	7114	404	30	2303	516	43	2105	6	N0299	201	11	12	431124
R3624271049992007090229	1	108	6420	507	61	1103	511	33	2106	1	J0101	299	11	11	142729
R3624012099992008030002	1	124	1303	202	43	2180	568	37	2204	5	S0103	120	11	12	431023
R3624012099992008030003	1	112	5201	537	32	2480	569	81	2308	3	H0499	202	11	13	533123
R3624012099992008040001	1	122	2206	572	41	1501	565	81	2126	5	M0303	209	11	12	410522
R3624012099992008050001	1	127	6413	406	41	2180	559	20	2124	1	U0211	201	11	18	220523
R3624012099992008050002	1	119	4506	508	28	100	541	82	2106	4	A1602	202	11	12	130730
R3624012099992008060001	1	101	5715	803	71	2280	517	17	2403	2	O0300	110	11	16	140415
R3624012099992008120001	1	118	5606	545	10	1401	523	44	2303	1	M0402	209	11	16	320507
R3624012099992008120002	1	120	4912	528	47	2104	521	20	2300	1	L0199	206	11	18	520382
R3624012099992008120004	1	119	7307	520	52	1300	548	7	2308	3	B0110	299	11	16	450500
R3624012099992008120005	1	113	5111	401	32	2229	560	28	2212	6	H1499	100	11	16	210000
R3624012099992008120006	1	117	5111	564	70	1404	518	24	2119	2	S0201	208	11	14	352200
R3624012099992008120007	1	122	2308	406	71	2301	543	7	2212	3	Y0031	209	11	13	460000
R3624012099992008120008	1	117	2000	565	65	1104	571	43	2209	2	B0209	299	11	14	140224
R3624012099992009030001	1	112	5318	565	43	2399	557	34	2212	1	B0903	202	11	12	321100
R3624012099992009060001	1	108	1190	544	67	1409	519	8	2120	5	G0305	208	11	15	410701
R3624012099992009070001	1	102	5690	120	21	1107	572	10	2115	5	E0200	205	11	18	623025
R3624012099992009080001	1	101	7113	202	30	2406	532	27	2208	3	W0104	201	11	15	130401
R3624012099992009090002	1	108	4103	812	73	1802	550	48	2108	1	J0309	200	11	16	500232
R3624012109992007100001	1	108	5100	563	26	1185	519	41	2210	5	A1506	202	11	13	330483
R3624012109992007100002	1	123	5105	403	31	1399	513	15	2109	6	F0102	204	11	14	320112
R3624012109992007120002	1	121	5611	201	23	2330	522	50	2202	1	Y0043	301	11	11	421181
R3624012109992007120003	1	105	4112	502	23	1107	507	29	2118	5	J0103	100	11	11	450305
R3624012109992007120005	1	111	3481	534	70	2334	563	49	2212	3	C0306	203	11	13	430923
R3624012109992007120006	1	120	4112	808	31	2105	541	23	2103	3	X0024	200	11	17	520327
R3624012109992007120007	1	105	2211	802	24	2111	535	25	2405	5	P0301	312	11	18	411401
R3624012109992007120008	1	120	5323	571	67	1782	537	39	2109	1	H1003	207	11	16	431103
R3624012109992007120009	1	110	3600	555	12	2404	562	51	2309	5	U0500	203	11	13	450327
R3624241039992008120016	1	109	3401	810	69	2319	538	18	2302	5	A0110	203	11	13	350502
R3624241039992008120017	1	115	5320	544	60	2104	551	25	2126	2	H0800	205	11	16	230881
R3624241039992008120020	1	111	2401	542	43	1410	507	23	2211	6	G0601	301	11	19	532524
R3624241039992008120021	1	104	5380	554	22	1799	502	2	2309	3	Y0063	190	11	17	520205
R3624241039992008120022	1	115	5505	300	22	2223	571	14	2105	1	S0203	201	11	17	330282
R3624241039992008120023	1	102	5402	532	48	1400	513	37	2209	3	I0899	200	11	13	421182
R3624241039992008120024	1	110	4108	502	66	2234	542	48	2207	2	A0107	208	11	16	360425
R3624241039992008120025	1	121	5111	529	42	2212	542	27	2212	1	W0408	302	11	13	510722
R3624241039992008120027	1	120	4400	562	10	1399	540	50	2305	2	B1200	301	11	13	440102
R3624241039992008120028	1	118	2208	100	73	2223	514	5	2103	1	P0399	301	11	14	210911
R3624241039992008120029	1	113	5290	535	32	2382	551	33	2205	4	J0200	302	11	15	411503
R3624241039992008120030	1	116	6415	200	23	2227	538	36	2306	1	X0019	200	11	14	410102
R3624241039992008120031	1	121	3307	303	60	340	537	11	2113	5	G0103	299	11	11	373005
R3624241039992008120032	1	101	5313	531	23	382	514	17	2212	2	H1103	200	11	11	450325
R3624241039992008120033	1	122	7404	801	52	2327	559	15	2206	6	A1101	190	11	19	320303
R3624241039992008120034	1	118	3280	554	61	340	515	4	2102	1	J0209	313	11	19	652901
R3624241039992008120035	1	119	3502	513	67	1805	508	50	2212	1	X0047	204	11	15	220421
R3624241039992008120036	1	125	4582	529	50	1699	501	22	2112	4	E0150	206	11	12	511623
R3624241039992008120037	1	116	6413	546	46	100	549	23	2124	1	A1200	100	11	12	130481
R3624241039992008120038	1	108	3502	801	72	2210	543	36	2125	4	F0410	302	11	13	230121
R3624241039992008120040	1	111	5303	541	10	2380	543	14	2107	4	U9900	206	11	13	642200
R3624241039992008120041	1	112	5702	547	50	1401	522	10	2112	6	C0208	208	11	11	350521
R3624241039992008120042	1	110	7000	559	31	1210	502	24	2103	4	E0119	190	11	18	513021
R3624241039992008120044	1	125	2303	804	11	1403	525	4	2302	4	Y0046	300	11	14	662921
R3624241039992008120046	1	106	5710	515	23	1806	602	29	2302	5	X0026	300	11	13	431100
R3624241039992008120047	1	113	5116	514	20	1801	508	15	2105	3	P0200	204	11	14	142635
R3624241039992008120048	1	127	2302	516	30	2283	562	18	2103	2	Q0106	206	11	17	450211
R3624012189992008050007	1	119	6440	813	48	2400	516	18	2207	6	W0344	208	11	11	510792
R3624012189992008050008	1	106	6427	404	43	1300	558	21	2208	4	M0503	209	11	15	522630
R3624012189992008050009	1	102	6417	530	42	702	568	34	2405	2	C0232	300	11	13	411212
R3624012189992008050010	1	119	5706	813	61	2319	517	47	2118	4	W0496	302	11	14	341022
R3624012189992008050011	1	111	4905	518	10	130	563	4	2100	5	C0607	205	11	19	620121
R3624012189992008050012	1	103	5309	813	68	1806	529	19	2202	5	J0202	302	11	17	610222
R3624012189992008050013	1	122	7105	566	41	1601	504	82	2118	1	U0130	201	11	17	211081
R3624012189992008050014	1	102	7202	543	70	2302	565	11	2405	2	B0900	206	11	18	230715
R3624012189992008050015	1	112	2117	590	65	2284	567	26	2104	2	I0105	299	11	17	341521
R3624012189992008050016	1	117	6109	123	44	1500	573	23	2207	3	A1100	312	11	11	320821
R3624012189992008050017	1	104	5606	550	63	1107	566	7	2302	4	Q0699	120	11	16	510795
R3624012189992008050022	1	124	4106	501	30	2208	519	26	2204	1	X0011	302	11	13	341823
R3624012189992008050026	1	127	7000	200	68	2114	511	46	2123	2	U0300	299	11	11	511527
R3624012189992008060001	1	121	5616	406	21	1403	553	81	2403	2	H0600	205	11	12	640381
R3624012189992008060003	1	123	7304	204	15	2302	516	33	2110	6	Y0008	205	11	15	430604
R3624012189992008060008	1	118	4290	205	30	2382	556	41	2119	4	U0110	120	11	17	371204
R3624012189992008060009	1	127	3514	567	28	1100	572	29	2104	1	E0502	207	11	17	230604
R3624012189992008060010	1	117	6401	562	70	350	507	17	2112	1	C0222	205	11	17	630000
R3624012189992008060028	1	115	6531	539	63	1899	533	30	2405	6	Y0032	100	11	19	220882
R3624012189992008060029	1	109	6436	539	44	2109	540	15	2210	6	H0104	301	11	16	370725
R3624012189992008060030	1	101	5313	503	50	2317	510	46	2126	5	A1600	312	11	12	440304
R3624012189992008060048	1	109	5701	204	28	2399	568	41	2210	5	Q0107	204	11	14	340301
R3624012189992008060049	1	122	3480	400	44	381	563	33	2301	1	W0300	100	11	13	232302
R3624012189992008060051	1	113	6404	301	66	1304	528	1	2305	2	K0702	208	11	12	371523
R3624012189992008060073	1	105	5507	809	50	1605	503	81	2301	6	K0799	203	11	15	331121
R3624012189992008060074	1	110	4503	540	32	2228	568	26	2401	1	H1299	204	11	18	350881
R3624012189992008060075	1	116	4205	809	16	1806	543	21	2126	6	Y0004	204	11	17	533421
R3624242029992007110008	1	120	5112	503	16	2282	545	80	2106	2	C0607	202	11	18	341100
R3624242029992007110009	1	110	6202	813	61	2307	524	39	2211	3	A1099	311	11	19	362203
R3624242029992007110010	1	119	6434	301	15	1304	566	10	2114	4	M0103	313	11	14	142423
R3624242029992007110011	1	122	4510	130	66	1401	541	14	2309	5	G0102	200	11	19	440202
R3624242029992007110012	1	115	3509	535	32	1800	507	14	2203	1	J0307	205	11	19	340114
R3624242029992007110013	1	122	4210	565	47	2235	559	28	2210	4	B0905	312	11	17	622625
R3624242029992007110014	1	121	2119	558	63	1105	557	36	2101	5	C0231	208	11	16	320924
R3624242029992007110015	1	124	8900	303	12	2329	504	25	2201	1	Q0801	207	11	17	410401
R3624242029992007110016	1	127	4203	509	20	1299	602	16	2112	2	B0703	206	11	15	360321
R3624242029992007110017	1	122	4511	572	46	2304	551	39	2126	2	G0306	200	11	16	340323
R3624242029992007110018	1	117	5200	406	15	704	602	12	2309	2	W0496	299	11	14	341126
R3624242029992007120001	1	117	5684	522	60	1806	524	3	2401	3	E0140	313	11	18	231001
R3624242029992007120002	1	107	7900	529	65	2107	541	19	2119	1	Q0199	206	11	13	410303
R3624242029992007120003	1	107	3519	802	31	1604	512	8	2209	5	E0140	302	11	16	430902
R3624242029992007120004	1	113	2209	510	27	381	555	36	2212	3	A0403	200	11	11	150501
R3624242029992007120005	1	111	5714	304	61	2206	573	17	2302	3	B0501	208	11	15	140431
R3624242029992007120007	1	102	2204	516	72	2224	553	37	2106	3	C0100	204	11	15	371101
R3624242029992007120008	1	122	7302	529	61	2328	524	19	2116	2	B0500	302	11	17	130902
R3624242029992007120009	1	119	6490	518	12	2320	505	35	2103	5	W0524	209	11	13	513401
R3624242029992007120010	1	111	5682	302	31	2334	562	26	2117	3	X0043	311	11	12	610113
R3624242029992007120011	1	105	2206	110	28	2199	507	9	2115	2	A0602	300	11	13	372929
R3624242029992007120012	1	112	6400	528	24	2499	538	37	2107	6	E0208	203	11	19	421024
R3624242029992007120013	1	117	5500	804	73	1220	550	24	2115	6	W0096	300	11	18	150403
R3624242029992008030001	1	125	5108	572	27	2208	574	31	2123	3	K0820	311	11	12	410823
R3624242029992008030002	1	108	7489	804	16	2234	508	15	2122	5	B1399	206	11	13	211102
R3624242029992008060002	1	108	4000	512	68	2499	541	25	2202	2	X0015	207	11	11	371423
R3624242029992008060003	1	120	2117	528	41	2222	527	23	2211	6	Y0090	311	11	13	350503
R3624271049992007090232	1	103	5617	538	70	1311	501	27	2120	4	H1099	190	11	19	320281
R3624271049992007090233	1	101	4913	567	25	2300	530	19	2211	5	L0310	110	11	17	632823
R3624271049992007090234	1	125	3509	524	68	2329	528	1	2112	4	Q0504	299	11	11	371202
R3624271049992007090235	1	104	4100	810	16	2211	533	22	2303	6	A0699	209	11	16	220281
R3624271049992007090238	1	122	3530	572	16	1404	573	12	2125	5	C0219	207	11	19	511001
R3624271049992007090241	1	107	6490	557	69	2231	524	44	2116	6	I0800	311	11	19	420700
R3624271049992007090243	1	126	2212	123	52	2219	566	20	2401	5	X0050	200	11	16	452227
R3624271049992007090246	1	125	7302	590	67	1480	510	36	2206	3	H1599	313	11	16	460039
R3624271049992007090247	1	124	6433	552	22	703	521	7	2124	1	X0015	207	11	17	410110
R3624271049992007090248	1	119	4500	538	48	1406	553	7	2116	4	L0200	190	11	11	622723
R3624271049992007090249	1	122	5706	514	43	2235	505	7	2302	2	F0607	201	11	16	371122
R3624271049992007090250	1	117	5316	508	73	2108	518	10	2208	1	B0140	312	11	13	110224
R3624271049992007090255	1	105	5709	290	68	2407	539	51	2303	6	O0102	204	11	18	640323
R3624271049992007090256	1	102	2900	130	68	1401	535	16	2105	5	F0200	312	11	11	510794
R3624271049992007090258	1	126	5510	528	68	2303	519	34	2110	6	C0219	205	11	11	130225
R3624271049992007090259	1	112	2405	806	47	1782	519	27	2121	4	C0401	203	11	13	150623
R3624271049992007090260	1	123	2401	541	70	1180	533	35	2301	6	A0902	110	11	12	411613
R3624271049992007090262	1	120	2406	801	60	2215	517	37	2111	4	H1106	206	11	19	321202
R3624271049992007090265	1	119	6426	100	48	1781	519	5	2100	4	A1793	202	11	11	410703
R3624271049992007090270	1	124	2115	203	16	1782	530	4	2110	3	A0300	201	11	16	341625
R3624271049992007090271	1	121	5320	400	65	1403	549	19	2117	2	B0900	299	11	16	130431
R3624271049992007090272	1	105	7305	390	43	1499	560	19	2406	5	L0605	301	11	13	622103
R3624271049992007090279	1	120	5315	808	16	2313	522	45	2309	5	N0104	202	11	16	429004
R3624271049992007090281	1	123	6100	304	47	1603	520	36	2301	5	L0699	311	11	19	410927
R3624271049992007090294	1	127	5113	555	73	1303	523	25	2105	3	K0100	208	11	16	410111
R3624271049992007090301	1	109	6424	130	15	2109	540	31	2109	6	H1102	120	11	15	440307
R3624271049992007090303	1	126	6900	548	64	2304	541	47	2403	6	S0203	205	11	11	371001
R3624221009992008040052	1	112	5681	525	20	2204	537	9	2113	6	H1699	312	11	19	350724
R3624221009992008040053	1	101	2206	490	23	700	516	6	2108	3	G0305	190	11	19	450211
R3624221009992008040054	1	105	2210	533	21	2317	529	49	2304	4	O0202	312	11	14	140223
R3624221009992008040055	1	110	6429	203	32	2323	533	82	2107	4	L0104	203	11	19	430321
R3624221009992008040057	1	118	4608	568	62	2213	554	24	2301	5	W0112	205	11	11	632802
R3624221009992008040059	1	111	5604	505	32	330	516	31	2112	5	B0800	110	11	12	411421
R3624221009992008040061	1	112	4910	562	42	2313	555	28	2114	3	F0410	313	11	19	532300
R3624221009992008040062	1	113	2303	513	22	700	523	31	2213	5	X0049	206	11	17	510183
R3624221009992008040064	1	102	1302	490	11	1184	516	10	2209	4	Y0017	311	11	13	350103
R3624221009992008040066	1	124	3305	406	44	1604	572	25	2309	3	O0104	202	11	15	632625
R3624221009992008040068	1	105	5115	305	67	2300	558	16	2202	4	C0113	302	11	18	340802
R3624221009992008040069	1	115	5614	539	70	2108	562	11	2105	6	Y0012	208	11	14	341200
R3624221009992008040070	1	101	5712	811	27	2234	528	26	2117	5	B0999	311	11	15	500110
R3624221009992008040071	1	118	1380	569	68	2211	503	44	2403	3	J0306	110	11	19	520125
R3624221009992008040072	1	118	5312	390	63	2101	520	46	2114	4	F0104	300	11	15	370284
R3624221009992008040074	1	114	2205	545	16	2324	504	81	2200	1	G0699	110	11	18	140621
R3624221009992008040075	1	102	6533	204	28	2382	551	3	2112	3	Q0800	120	11	11	360401
R3624221009992008040076	1	116	4114	505	15	1184	534	5	2118	4	A1003	301	11	12	510402
R3624221009992008040078	1	111	1301	569	44	1181	573	33	2125	6	U0310	300	11	12	440200
R3624221009992008040080	1	105	5617	534	41	1700	522	32	2109	6	C0112	120	11	12	533521
